bvh_overlap_pair_count,object_a,object_b,bbox_extent_x,bbox_extent_y,bbox_extent_z,error
2087,Seam_Cells_Right,PVDR,0.18356293439865112,6.515296936035156,1.32511568069458,
2077,AWBL,ASEL,0.10022510588169098,0.904754638671875,0.5207388401031494,
2075,HSNR,VB1,0.09671398252248764,2.9762890338897705,1.1816867589950562,
2069,DA5,PVM,0.3823426365852356,2.6336593627929688,2.3250389099121094,
2068,ASHL,AFDL,0.10021083801984787,0.9073808193206787,0.5494351387023926,
2065,VC3,PVDL,0.16386717557907104,3.6381752490997314,2.61763072013855,
2064,AWAR,ADFR,0.10021062195301056,0.8722689151763916,0.3785633146762848,
2060,VB7,PVR,0.12063652276992798,3.45656156539917,0.6179589629173279,
2047,ASHR,ADFR,0.1002110093832016,0.872344970703125,0.3785633146762848,
2046,VA7,PDEL,0.12751372158527374,2.6786749362945557,0.9196809530258179,
2045,AVFL,HSNL,0.1408011019229889,3.54559326171875,3.075582504272461,
2045,PVNL,ASEL,0.1408010870218277,0.2257978916168213,0.902502179145813,
2040,DD4,PVR,0.15337830781936646,2.2187652587890625,1.2035269737243652,
2029,RICL,ASEL,0.15511664748191833,0.21075081825256348,0.28187158703804016,
2028,PVNL,RMFL,0.1411825716495514,0.21601128578186035,0.20730295777320862,
2024,AFDL,ASJL,0.1002107709646225,0.8822474479675293,0.37624216079711914,
2022,hyp7,Excretory_Cell,0.5428999662399292,7.3439788818359375,1.3945380449295044,
2021,DA5,PDEL,0.3823426365852356,3.2564353942871094,1.8104093074798584,
2021,PVT,RIAL,0.1408010870218277,0.10153889656066895,0.1645640730857849,
2003,VB1,PVR,0.09629297256469727,2.935269594192505,1.1224759817123413,
1999,VC1,PVR,0.13821053504943848,3.418789863586426,1.2035269737243652,
1998,VA6,RMEV,0.12916412949562073,2.6837399005889893,0.6764017343521118,
1996,AVL,PVNL,0.1755896955728531,6.7684645652771,5.581022262573242,
1994,AVL,VB8,0.1257416009902954,3.255618095397949,0.3060808479785919,
1986,VB2,PDEL,0.028865346685051918,2.805335760116577,1.1141064167022705,
1983,RIML,ASEL,0.1408010870218277,0.1747303009033203,0.27322202920913696,
1980,HSNL,ASEL,0.17218197882175446,0.21564435958862305,0.902502179145813,
1980,RMFL,PVR,0.1411825716495514,0.16483783721923828,0.20678535103797913,
1979,HSNR,VB2,0.028865346685051918,3.0580692291259766,1.1141064167022705,
1977,Seam_Cells_Left,PVDL,0.17481066286563873,6.5152974128723145,1.3264139890670776,
1973,VB1,PDER,0.03403405100107193,2.723555088043213,1.1816867589950562,
1970,ASHL,ADFL,0.10021103173494339,0.8723447322845459,0.37856346368789673,
1968,ASHL,ASKL,0.10020710527896881,0.9120039939880371,0.7764143943786621,
1968,ASKL,AWAL,0.10020670294761658,0.9110910892486572,0.6043447256088257,
1967,AVL,VA8,0.1285266876220703,2.5171399116516113,0.7074784636497498,
1966,RICL,HSNL,0.15511664748191833,0.22033166885375977,0.28187158703804016,
1963,VA6,PVM,0.12916411459445953,2.5192439556121826,0.6764017343521118,
1960,AWCL,ASIL,0.10020612180233002,0.8983941078186035,0.706573486328125,
1959,VA6,VB5,0.1272646188735962,2.6249356269836426,0.676400899887085,
1959,AWAR,AFDR,0.10021063685417175,0.9073808193206787,0.5494350790977478,
1957,DA5,RMEV,0.18321096897125244,3.2564353942871094,1.2021489143371582,
1956,AVL,DB5,0.1831407994031906,3.5080416202545166,2.354750871658325,
1947,RICL,RIML,0.1408011019229889,0.1747303009033203,0.27322202920913696,
1944,ASJL,ASIL,0.1002107709646225,0.8822474479675293,0.3944781720638275,
1943,AWCL,ASGL,0.10020996630191803,0.867286205291748,0.34332209825515747,
1936,DB4,VB5,0.1272646188735962,2.9853453636169434,0.7147881388664246,
1929,VA6,PVDL,0.12916406989097595,2.6837399005889893,0.6764017343521118,
1917,VB3,PDER,0.1208885908126831,3.0272560119628906,1.810409426689148,
1913,SIADL,SMBDL,0.29500699043273926,6.720758438110352,1.1530588865280151,
