bbox_intersection_volume,object_a,object_b,extent_x,extent_y,extent_z
3.601997105225102,DVA,DA5,0.38234269618988037,3.2564353942871094,2.8929977416992188
3.6019959821710454,DA5,PVDL,0.3823425769805908,3.2564353942871094,2.8929977416992188
3.5988385253943673,SIBDL,DB1,0.12480428814888,6.4079999923706055,4.4999775886535645
3.5986708852264346,AVKL,AVBL,0.14142997562885284,6.809272766113281,3.7368006706237793
3.589249176093928,AVKL,AVDL,0.14105969667434692,6.809272766113281,3.7368006706237793
3.5814996222619087,AVKL,AVDR,0.1407676339149475,6.80866813659668,3.7368006706237793
3.581410192109544,AVKL,AVFL,0.14080111682415009,6.806879043579102,3.7368006706237793
3.5434489216356457,AVKL,AVBR,0.13934947550296783,6.804886817932129,3.7368006706237793
3.542740914306785,hyp7,PDEL,0.4021286070346832,6.326817989349365,1.3924803733825684
3.5361084060454475,AVKL,AVFR,0.1390424370765686,6.805785655975342,3.7368006706237793
3.5315340902794023,AVKL,SIBDL,0.14080111682415009,6.71208381652832,3.7368006706237793
3.525293138464473,ALA,DB3,0.27090972661972046,5.621344566345215,2.3148903846740723
3.515944787735026,Cuticle,DB4,0.371460497379303,4.590697288513184,2.0618200302124023
3.515300160504474,ALA,DA6,0.39448797702789307,3.8494458198547363,2.3148903846740723
3.514646965459549,PVNR,AVKL,0.14080111682415009,6.679987907409668,3.7368006706237793
3.5144224226469842,PVNL,AVKL,0.14080111682415009,6.679561138153076,3.7368006706237793
3.5144170242082122,AVL,AVKL,0.14080113172531128,6.6795501708984375,3.7368006706237793
3.4929897817213917,SIBDR,PDEL,0.33258336782455444,6.326817989349365,1.6600128412246704
3.4785399388445004,DB3,SMDVR,0.11432841420173645,5.621344566345215,5.412558555603027
3.46158042798303,ALA,AVKL,0.2253587543964386,6.635437488555908,2.3148903846740723
3.3689208347104347,Cuticle,AVKL,0.2253587543964386,6.809272766113281,2.1954100131988525
3.3433392383872205,Cuticle,DB3,0.27090972661972046,5.621344566345215,2.1954100131988525
3.333862036347632,Cuticle,DA6,0.39448797702789307,3.8494458198547363,2.1954100131988525
3.3004007137758977,DVA,DB5,0.39953696727752686,3.5080416202545166,2.354750871658325
3.3004007137758977,DB5,PVDL,0.39953696727752686,3.5080416202545166,2.354750871658325
3.282864445634468,DA6,DB4,0.371460497379303,3.3978896141052246,2.6009442806243896
3.2532253966488893,Cuticle,CANR,0.21699105203151703,6.828993320465088,2.1954100131988525
3.249498157080506,Excretory_Cell,SIBVR,0.32751190662384033,6.796035289764404,1.459935188293457
3.249498157080506,DVA,SIBVR,0.32751190662384033,6.796035289764404,1.459935188293457
3.249498157080506,Cuticle,SIBVR,0.32751190662384033,6.796035289764404,1.459935188293457
3.245244802298472,SIBVR,SMDVR,0.3273051977157593,6.791426181793213,1.459935188293457
3.2211641471322947,Excretory_Cell,PVDR,0.26427584886550903,6.515296936035156,1.8707733154296875
3.2209626295747205,SIBVR,SIBDR,0.32751190662384033,6.736355781555176,1.459935188293457
3.2199930395201255,AVBL,DB3,0.14968113601207733,5.621344566345215,3.826904773712158
3.211715232448278,AVBR,DB3,0.1500423103570938,5.621344566345215,3.8078784942626953
3.2075623356056924,CANR,ALA,0.20398296415805817,6.792830467224121,2.3148903846740723
3.199175406154516,AVAR,DB3,0.1488591432571411,5.621344566345215,3.8231587409973145
3.1908672606462476,AVFR,DB3,0.14885912835597992,5.621344566345215,3.813230514526367
3.1901599514198073,Excretory_Cell,DB4,0.371460497379303,4.590697288513184,1.8707733154296875
3.1781194901646157,ALA,DB4,0.371460497379303,4.590697288513184,1.8637125492095947
3.17039380673056,DVA,PVM,0.39131104946136475,3.484663724899292,2.3250389099121094
3.1703935652727773,PVM,PVDL,0.39131101965904236,3.484663724899292,2.3250389099121094
3.167447217993093,AVKL,SIBDR,0.2253587543964386,6.701738357543945,2.0972368717193604
3.1664768385372946,AVDL,DB3,0.14721515774726868,5.621344566345215,3.8263401985168457
3.1636887447554822,AVFL,DB3,0.1474500149488449,5.621344566345215,3.8168818950653076
3.141092597404199,hyp7,SMDVR,0.33108454942703247,6.8031721115112305,1.3945380449295044
3.1293743879602665,AVKR,DB3,0.14559799432754517,5.621344566345215,3.823507308959961
3.1284125242365315,hyp7,SIBDR,0.33258336782455444,6.745173454284668,1.3945380449295044
3.1191012683257116,DA5,SMDVR,0.33108454942703247,3.2564353942871094,2.8929977416992188
3.115264420101903,SIBVR,PVDL,0.32751190662384033,6.5152974128723145,1.459935188293457
