eventID,regionID,region_key,parentPDG,secondaryPDG,ekin_keV,x_um,y_um,z_um,run_name,case,source_geometry,condition_label,dose_rate_Gy_s,pulse_s,nominal_total_dose_Gy,region_label
81047,5,reproductive,22,11,4.927238548153108,11.858535629183631,-221.9192870104216,4.122262482491268,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Reproductive system
81203,1,body,22,11,3.3299493411610928,-39.414171600695376,-67.42797327630181,8.271145740682979,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
85025,1,body,22,11,1.1622668999541992,11.34808423854149,-270.56969707771924,74.99249341202963,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
87267,1,body,22,11,2.3477323983014644,5.943772284819267,-445.7297885001647,-36.09732003484765,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
87421,1,body,22,11,4.164058543956758,22.14819224092401,-119.95762195108844,42.69750011061482,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
89760,1,body,22,11,0.7808799672352726,28.88555463196157,-136.20933594367423,-63.10007300601741,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
89846,4,digestive,22,11,3.520049261481619,-2.366710771858247,-360.7541670337724,56.50967418611957,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Digestive system
89945,1,body,22,11,3.839837727785447,-12.837901017863652,10.908752526736286,60.666065170023735,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
92612,1,body,22,11,1.8123820735907004,-32.77363745720226,-285.97179594696263,25.35280006331225,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
92869,1,body,22,11,2.446876801644078,-0.035440285955761,-322.8244784278512,-67.80348818742844,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
94803,2,nervous,22,11,12.882358481664038,-2.9063652421931425,3397.222176234844,-30.56302791136454,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Nervous system
94930,1,body,22,11,1.3533497103234509,1.0701748996362648,-247.7693249937985,-82.76886883373945,caseB_focused_1p0Gy_s_10s_full,Focused X-ray response,Focused beam,Focused beam: 1 Gy/s × 10 s,1.0,10.0,10.0,Residual body envelope
