axis,radius_units,radius_um,count
2.348895838260651,0.28228941861794216,28.228941861794215,20
2.3766316231091817,0.3269620600716149,32.696206007161486,8
2.404367407957713,0.27874243253396974,27.874243253396973,19
2.4321031928062444,0.3163576132387675,31.63576132387675,7
2.4598389776547753,0.274567173796493,27.456717379649298,13
2.4875747625033062,0.3179305488864632,31.79305488864632,16
2.515310547351837,0.40552001961858763,40.552001961858764,12
2.5430463322003685,0.29543170920806316,29.54317092080632,16
2.5707821170489,0.2712682097106531,27.126820971065307,10
2.5985179018974307,0.3989823525259289,39.89823525259289,22
2.6262536867459616,0.2624170534793394,26.24170534793394,8
2.653989471594493,0.25990744241102487,25.990744241102487,18
2.6817252564430243,0.28257463378807673,28.257463378807675,10
2.709461041291555,0.2686483742647471,26.864837426474708,16
2.737196826140086,0.3385437537806588,33.85437537806588,11
2.764932610988617,0.26746210178534946,26.746210178534945,13
2.7926683958371483,0.3599744941939011,35.99744941939011,19
2.8204041806856797,0.2412278181461972,24.12278181461972,12
2.8481399655342106,0.3995197893373783,39.951978933737834,17
2.8758757503827415,0.26022289578381036,26.022289578381034,14
2.9036115352312724,0.3554832490300706,35.548324903007064,14
2.9313473200798037,0.2669551250186367,26.69551250186367,13
2.959083104928335,0.31289512502947353,31.289512502947353,17
2.986818889776866,0.30166630928870086,30.166630928870084,15
3.014554674625397,0.338663866640553,33.8663866640553,12
3.042290459473928,0.2719166673097567,27.191666730975673,19
3.0700262443224595,0.27833391990492523,27.833391990492522,17
3.0977620291709904,0.29191212663529537,29.191212663529537,14
3.1254978140195213,0.28687214256081345,28.687214256081344,17
3.153233598868052,0.3124710847341669,31.24710847341669,15
3.1809693837165836,0.24339336887978605,24.339336887978604,17
3.208705168565115,0.2764946823337238,27.64946823337238,19
3.236440953413646,0.21759084141692733,21.759084141692732,12
3.2641767382621767,0.20715277488412134,20.715277488412134,32
3.2919125231107076,0.20611934029240564,20.611934029240565,4
3.319648307959239,0.20508590570068994,20.508590570068993,24
3.3473840928077703,0.2190966457178292,21.90966457178292,14
3.375119877656301,0.2738051900246873,27.380519002468727,21
3.402855662504832,0.23626366827485593,23.626366827485594,23
3.4305914473533634,0.3088245910756081,30.882459107560813,15
3.4583272322018948,0.24176977990531945,24.176977990531945,29
3.4860630170504256,0.2818008089193417,28.18008089193417,17
